City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Mbini,GQ,2022-03-31 21:26:33,1.574,9.6134,300.22,83,95,1.63
1,Port Elizabeth,ZA,2022-03-31 21:22:09,-33.918,25.5701,292.31,80,100,5.66
2,Busselton,AU,2022-03-31 21:26:33,-33.65,115.3333,294.23,73,2,4.86
3,Zhigansk,RU,2022-03-31 21:26:33,66.7697,123.3711,260.56,94,99,7.73
4,Vaini,TO,2022-03-31 21:26:34,-21.2,-175.2,301.24,83,40,2.57
5,Atuona,PF,2022-03-31 21:26:34,-9.8,-139.0333,299.07,74,7,3.45
6,Hobart,AU,2022-03-31 21:25:04,-42.8794,147.3294,285.07,75,100,3.6
7,Hilo,US,2022-03-31 21:26:35,19.7297,-155.09,300.0,75,40,4.63
8,Hami,CN,2022-03-31 21:26:35,42.8,93.45,279.67,24,0,3.4
9,Samarai,PG,2022-03-31 21:26:35,-10.6167,150.6667,300.75,80,100,5.76
10,Saint-Joseph,RE,2022-03-31 21:21:43,-21.3667,55.6167,297.36,78,86,5.52
11,Mesimerion,GR,2022-03-31 21:26:36,40.412,23.0059,289.73,67,40,6.69
12,Methala,IN,2022-03-31 21:26:36,10.2166,76.2166,299.15,89,97,0.13
13,Los Llanos De Aridane,ES,2022-03-31 21:26:36,28.6585,-17.9182,289.01,80,40,3.6
14,Ushuaia,AR,2022-03-31 21:26:36,-54.8,-68.3,284.96,47,20,7.72
15,Labytnangi,RU,2022-03-31 21:26:37,66.6572,66.4183,260.56,86,100,5.51
16,Tura,IN,2022-03-31 21:26:37,25.5198,90.2201,293.79,92,68,1.65
17,General Roca,AR,2022-03-31 21:26:37,-39.0333,-67.5833,296.27,12,5,4.26
18,Norman Wells,CA,2022-03-31 21:26:38,65.282,-126.8329,249.17,58,20,10.29
19,Mar Del Plata,AR,2022-03-31 21:21:53,-38.0023,-57.5575,289.16,75,40,3.13
20,Mahebourg,MU,2022-03-31 21:26:38,-20.4081,57.7,299.31,78,40,5.66
21,Rikitea,PF,2022-03-31 21:26:39,-23.1203,-134.9692,298.68,65,54,6.2
22,Puerto Ayora,EC,2022-03-31 21:26:39,-0.7393,-90.3518,301.13,75,97,1.9
23,North Bend,US,2022-03-31 21:26:39,43.4065,-124.2243,287.17,78,20,8.23
24,Khatanga,RU,2022-03-31 21:26:39,71.9667,102.5,251.53,100,81,2.3
25,Port Alfred,ZA,2022-03-31 21:26:40,-33.5906,26.891,291.03,93,100,1.34
26,Punta Arenas,CL,2022-03-31 21:24:28,-53.15,-70.9167,285.21,50,75,12.86
27,Lower Hutt,NZ,2022-03-31 21:26:40,-41.2167,174.9167,289.99,91,75,8.23
28,Tuktoyaktuk,CA,2022-03-31 21:26:41,69.4541,-133.0374,245.15,76,20,5.14
29,Nikolskoye,RU,2022-03-31 21:26:41,59.7035,30.7861,270.26,96,15,0.94
30,Avarua,CK,2022-03-31 21:26:41,-21.2078,-159.775,301.18,74,5,4.63
31,Redencao,BR,2022-03-31 21:26:41,-4.2258,-38.7306,297.13,86,100,1.33
32,Rumoi,JP,2022-03-31 21:26:42,43.9344,141.6428,273.0,66,81,3.25
33,Sao Filipe,CV,2022-03-31 21:26:42,14.8961,-24.4956,294.82,78,6,4.76
34,Jamestown,US,2022-03-31 21:26:42,42.097,-79.2353,280.95,50,100,5.66
35,Tocopilla,CL,2022-03-31 21:26:42,-22.092,-70.1979,294.1,67,20,4.2
36,Saint-Philippe,RE,2022-03-31 21:26:43,-21.3585,55.7679,297.92,79,100,4.67
37,Port Macquarie,AU,2022-03-31 21:26:43,-31.4333,152.9167,292.53,84,96,7.23
38,Buenos Aires,AR,2022-03-31 21:26:43,-34.6132,-58.3772,292.04,37,0,3.09
39,Mataura,NZ,2022-03-31 21:26:43,-46.1927,168.8643,282.11,70,100,1.44
40,Kahului,US,2022-03-31 21:26:44,20.8947,-156.47,301.16,68,40,10.8
41,Zharkovskiy,RU,2022-03-31 21:26:44,55.849,32.2697,268.72,96,99,2.01
42,Bluff,NZ,2022-03-31 21:26:44,-46.6,168.3333,282.88,62,100,4.11
43,Victoria,HK,2022-03-31 21:26:45,22.2855,114.1577,294.18,87,100,8.94
44,Cape Town,ZA,2022-03-31 21:26:45,-33.9258,18.4232,290.52,72,0,9.26
45,East London,ZA,2022-03-31 21:23:05,-33.0153,27.9116,292.88,94,100,0.44
46,Bredasdorp,ZA,2022-03-31 21:26:45,-34.5322,20.0403,290.61,60,83,2.49
47,Sorong,ID,2022-03-31 21:27:46,-0.8833,131.25,298.74,85,100,0.79
48,Tabou,CI,2022-03-31 21:27:46,4.423,-7.3528,300.1,86,35,3.0
49,Ballina,AU,2022-03-31 21:27:46,-28.8667,153.5667,291.49,78,94,6.64
50,Ariquemes,BR,2022-03-31 21:27:46,-9.9133,-63.0408,298.13,96,65,1.19
51,Huaicheng,CN,2022-03-31 21:27:47,23.9051,112.1931,289.45,87,100,1.34
52,Qaanaaq,GL,2022-03-31 21:27:47,77.484,-69.3632,269.75,71,100,2.1
53,West Bay,KY,2022-03-31 21:27:47,19.3667,-81.4167,302.62,73,40,5.66
54,Ati,TD,2022-03-31 21:27:47,13.2154,18.3353,303.11,8,6,4.17
55,Nantucket,US,2022-03-31 21:25:42,41.2835,-70.0995,286.23,88,100,9.26
56,Kitami,JP,2022-03-31 21:27:48,43.8031,143.8908,270.99,95,93,1.11
57,Cidreira,BR,2022-03-31 21:27:48,-30.1811,-50.2056,290.43,61,87,3.89
58,Port Shepstone,ZA,2022-03-31 21:27:49,-30.7414,30.455,296.19,91,51,5.52
59,Albany,US,2022-03-31 21:27:49,42.6001,-73.9662,289.51,84,100,3.5
60,Sarai Naurang,PK,2022-03-31 21:27:49,32.8259,70.7814,296.79,10,0,2.29
61,Moose Factory,CA,2022-03-31 21:27:50,51.2585,-80.6094,269.15,93,100,6.69
62,Tilichiki,RU,2022-03-31 21:27:50,60.4667,166.1,254.1,87,14,4.44
63,Bengkulu,ID,2022-03-31 21:27:50,-3.8004,102.2655,297.3,81,100,2.2
64,Vestmannaeyjar,IS,2022-03-31 21:27:50,63.4427,-20.2734,277.93,67,100,3.31
65,Haapiti,PF,2022-03-31 21:27:51,-17.5667,-149.8667,303.0,69,29,5.36
66,Sur,OM,2022-03-31 21:27:51,22.5667,59.5289,300.91,38,0,3.33
67,Dourbali,TD,2022-03-31 21:27:51,11.8091,15.8632,303.96,12,11,1.89
68,Collie,AU,2022-03-31 21:27:51,-33.3667,116.15,293.5,71,37,3.45
69,Novosheshminsk,RU,2022-03-31 21:27:52,55.0651,51.2338,271.62,98,100,3.67
70,Pisco,PE,2022-03-31 21:27:52,-13.7,-76.2167,296.18,60,0,8.23
71,Thompson,CA,2022-03-31 21:27:52,55.7435,-97.8558,278.24,33,75,4.63
72,Bud,US,2022-03-31 21:27:53,39.447,-86.1758,278.63,79,100,6.79
73,Avera,US,2022-03-31 21:27:53,33.194,-82.5271,297.9,55,76,6.77
74,Ribeira Grande,PT,2022-03-31 21:27:53,38.5167,-28.7,289.89,90,99,7.67
75,Lorengau,PG,2022-03-31 21:27:53,-2.0226,147.2712,300.28,80,97,5.94
76,Laguna,US,2022-03-31 21:27:54,38.421,-121.4238,295.31,42,0,4.12
77,Butaritari,KI,2022-03-31 21:27:54,3.0707,172.7902,300.38,80,28,7.1
78,Bimbo,CF,2022-03-31 21:27:54,4.2567,18.4158,301.39,49,44,1.34
79,Mehamn,NO,2022-03-31 21:27:55,71.0357,27.8492,270.1,71,100,3.59
80,Hailar,CN,2022-03-31 21:27:55,49.2,119.7,261.47,66,69,2.92
81,Hermanus,ZA,2022-03-31 21:27:56,-34.4187,19.2345,290.26,68,96,4.34
82,Porto Empedocle,IT,2022-03-31 21:26:59,37.2934,13.5264,286.66,94,55,3.69
83,Lompoc,US,2022-03-31 21:27:56,34.6391,-120.4579,294.65,70,0,8.75
84,Zaidpur,IN,2022-03-31 21:27:57,26.8333,81.3333,299.19,23,0,1.69
85,Tautira,PF,2022-03-31 21:27:57,-17.7333,-149.15,300.48,70,45,4.81
86,Vardo,NO,2022-03-31 21:27:58,70.3705,31.1107,270.43,64,100,6.08
87,Katsuura,JP,2022-03-31 21:27:58,35.1333,140.3,278.98,96,100,12.28
88,Coihaique,CL,2022-03-31 21:24:25,-45.5752,-72.0662,288.49,58,40,2.06
89,Mosquera,CO,2022-03-31 21:27:58,4.7059,-74.2302,291.2,55,40,3.6
90,New Norfolk,AU,2022-03-31 21:27:59,-42.7826,147.0587,284.87,71,100,0.77
91,Kaitangata,NZ,2022-03-31 21:28:59,-46.2817,169.8464,282.92,63,100,1.35
92,Yiyang,CN,2022-03-31 21:28:59,28.5892,112.3283,284.49,93,100,5.0
93,Hithadhoo,MV,2022-03-31 21:28:59,-0.6,73.0833,301.06,73,5,3.24
94,Graaff-Reinet,ZA,2022-03-31 21:29:00,-32.2522,24.5308,286.99,96,84,3.98
95,Kapaa,US,2022-03-31 21:29:00,22.0752,-159.319,299.37,81,75,6.69
96,Kristiansund,NO,2022-03-31 21:29:00,63.1115,7.732,273.51,86,75,1.03
97,Tasiilaq,GL,2022-03-31 21:29:00,65.6145,-37.6368,273.24,98,100,2.23
98,Arraial Do Cabo,BR,2022-03-31 21:29:01,-22.9661,-42.0278,299.13,88,40,5.14
99,Ramshir,IR,2022-03-31 21:29:01,30.8946,49.4092,295.01,12,0,1.13
100,Saskylakh,RU,2022-03-31 21:29:01,71.9167,114.0833,257.73,97,100,3.12
101,Pasni,PK,2022-03-31 21:29:01,25.2631,63.471,300.27,28,0,6.29
102,Codrington,AU,2022-03-31 21:29:02,-38.2667,141.9667,288.43,60,89,6.03
103,Barrow,US,2022-03-31 21:29:02,71.2906,-156.7887,249.16,77,20,9.77
104,Upland,US,2022-03-31 21:29:03,34.0975,-117.6484,295.84,66,100,5.14
105,Byron Bay,AU,2022-03-31 21:29:03,-28.65,153.6167,291.45,77,93,7.2
106,Pampas,PE,2022-03-31 21:29:03,-12.4,-74.9,286.35,78,95,1.95
107,Cabo San Lucas,MX,2022-03-31 21:29:04,22.8909,-109.9124,301.82,38,20,5.14
108,Galesong,ID,2022-03-31 21:29:04,-5.3166,119.3661,296.16,82,74,2.42
109,Rio Gallegos,AR,2022-03-31 21:29:04,-51.6226,-69.2181,290.18,29,0,4.63
110,Husavik,IS,2022-03-31 21:29:05,66.0449,-17.3389,273.47,97,100,1.06
111,Kenitra,MA,2022-03-31 21:29:05,34.261,-6.5802,288.57,80,28,5.14
112,Egvekinot,RU,2022-03-31 21:27:24,66.3167,-179.1667,259.4,86,98,8.47
113,Las Varas,MX,2022-03-31 21:29:05,21.1667,-105.1667,308.86,48,95,3.77
114,Kampene,CD,2022-03-31 21:29:06,-3.6,26.6667,293.7,93,99,0.51
115,Narsaq,GL,2022-03-31 21:29:06,60.9167,-46.05,277.27,79,100,2.08
116,Luderitz,NA,2022-03-31 21:29:06,-26.6481,15.1594,290.23,70,0,7.89
117,Nome,US,2022-03-31 21:29:06,64.5011,-165.4064,270.46,63,100,10.29
118,Qasigiannguit,GL,2022-03-31 21:29:07,68.8193,-51.1922,265.29,96,88,0.98
119,Torbay,CA,2022-03-31 21:29:07,47.6666,-52.7314,277.36,71,75,5.14
120,Staryy Nadym,RU,2022-03-31 21:29:07,65.6118,72.6842,263.88,84,100,9.47
121,Dikson,RU,2022-03-31 21:29:08,73.5069,80.5464,256.85,94,17,3.55
122,Presidente Epitacio,BR,2022-03-31 21:29:08,-21.7633,-52.1156,295.51,82,69,7.26
123,Iqaluit,CA,2022-03-31 21:29:08,63.7506,-68.5145,270.0,100,100,6.17
124,Yellowknife,CA,2022-03-31 21:29:09,62.456,-114.3525,265.53,77,75,8.75
125,Yanam,IN,2022-03-31 21:29:09,16.7333,82.2167,298.24,97,22,1.14
126,Noumea,NC,2022-03-31 21:29:10,-22.2763,166.4572,301.48,99,22,0.88
127,Kempele,FI,2022-03-31 21:29:10,64.9131,25.5034,263.16,85,0,0.51
128,Ulundi,ZA,2022-03-31 21:29:11,-28.3352,31.4162,291.36,94,0,1.14
129,Zhurivka,UA,2022-03-31 21:29:11,50.5028,31.7849,282.09,90,100,5.09
130,Birjand,IR,2022-03-31 21:25:02,32.8663,59.2211,281.41,13,0,3.09
131,Ancud,CL,2022-03-31 21:29:11,-41.8697,-73.8203,287.72,69,100,1.9
132,Leh,IN,2022-03-31 21:29:12,34.1667,77.5833,267.04,54,0,2.73
133,Lasa,IT,2022-03-31 21:29:12,46.6166,10.7002,279.65,97,100,1.38
134,Uige,AO,2022-03-31 21:30:12,-7.6087,15.0613,292.92,98,99,1.5
135,Scarborough,GB,2022-03-31 21:30:02,54.2797,-0.4044,276.85,81,14,3.58
136,Lamar,US,2022-03-31 21:30:13,33.6668,-95.5836,290.73,34,0,8.23
137,Paamiut,GL,2022-03-31 21:30:14,61.994,-49.6678,274.14,99,100,0.79
138,Canavieiras,BR,2022-03-31 21:30:14,-15.675,-38.9472,298.08,81,1,2.61
139,Roswell,US,2022-03-31 21:30:15,34.0232,-84.3616,296.3,47,75,7.2
140,Kozhevnikovo,RU,2022-03-31 21:30:15,56.2589,83.9714,276.62,83,100,6.81
141,Casa Grande,US,2022-03-31 21:30:15,32.8795,-111.7573,300.54,21,0,2.57
142,Longyearbyen,SJ,2022-03-31 21:30:15,78.2186,15.6401,260.06,72,75,5.66
143,Kharp,RU,2022-03-31 21:30:16,66.8014,65.8081,257.23,95,100,2.88
144,Tiksi,RU,2022-03-31 21:26:17,71.6872,128.8694,257.74,98,100,3.03
145,Nelson Bay,AU,2022-03-31 21:30:16,-32.7167,152.15,289.31,89,94,11.4
146,Kodiak,US,2022-03-31 21:30:17,57.79,-152.4072,277.88,93,100,9.77
147,Provideniya,RU,2022-03-31 21:30:17,64.3833,-173.3,268.35,74,100,11.18
148,Balikpapan,ID,2022-03-31 21:30:17,-1.2675,116.8289,297.7,100,20,1.03
149,Warora,IN,2022-03-31 21:30:18,20.2333,79.0,303.81,13,7,1.49
150,Bamenda,CM,2022-03-31 21:28:44,5.9527,10.1582,294.71,61,60,1.15
151,Upernavik,GL,2022-03-31 21:30:18,72.7868,-56.1549,262.97,97,100,4.23
152,Nyurba,RU,2022-03-31 21:30:19,63.2842,118.3319,271.24,90,100,4.54
153,Muros,ES,2022-03-31 21:30:19,42.7762,-9.0603,284.31,77,32,5.91
154,Vostok,RU,2022-03-31 21:30:19,46.4856,135.8833,264.74,92,100,1.85
155,Weihe,CN,2022-03-31 21:30:20,32.9952,105.3247,279.94,81,100,0.47
156,Loandjili,CG,2022-03-31 21:30:20,-4.7561,11.8578,299.08,92,96,2.92
157,Esperance,AU,2022-03-31 21:30:20,-33.8667,121.9,291.06,78,92,7.46
158,Cherskiy,RU,2022-03-31 21:30:21,68.75,161.3,249.02,97,100,1.5
159,Zundert,NL,2022-03-31 21:30:21,51.4735,4.6418,277.11,85,100,4.03
160,Dingle,PH,2022-03-31 21:30:21,10.9995,122.6711,297.48,92,44,3.01
161,Mount Gambier,AU,2022-03-31 21:30:22,-37.8333,140.7667,281.1,93,15,3.6
162,Richards Bay,ZA,2022-03-31 21:30:22,-28.783,32.0377,295.77,88,0,3.39
163,Grindavik,IS,2022-03-31 21:30:22,63.8424,-22.4338,277.41,81,75,3.6
164,Sheltozero,RU,2022-03-31 21:30:23,61.3667,35.3667,261.7,94,48,1.07
165,Jequie,BR,2022-03-31 21:30:23,-13.8575,-40.0836,297.72,74,18,2.47
166,Severo-Kurilsk,RU,2022-03-31 21:30:23,50.6789,156.125,271.47,81,81,6.99
167,Chokurdakh,RU,2022-03-31 21:30:24,70.6333,147.9167,241.52,100,98,1.65
168,Mandalgovi,MN,2022-03-31 21:30:24,45.7625,106.2708,269.31,61,92,4.83
169,Cartaya,ES,2022-03-31 21:30:24,37.2811,-7.1507,287.14,59,8,6.79
170,Huilong,CN,2022-03-31 21:30:25,31.8111,121.655,282.0,65,98,6.65
171,Zhicheng,CN,2022-03-31 21:30:25,30.2956,111.5047,284.02,82,100,0.43
172,Bathsheba,BB,2022-03-31 21:30:25,13.2167,-59.5167,299.49,83,40,8.23
173,Hasaki,JP,2022-03-31 21:30:26,35.7333,140.8333,276.37,83,100,12.27
174,Finnsnes,NO,2022-03-31 21:30:26,69.2296,17.9811,269.49,81,99,1.38
175,Udalguri,IN,2022-03-31 21:30:26,26.7667,92.1333,295.09,82,98,4.98
176,Pevek,RU,2022-03-31 21:30:26,69.7008,170.3133,245.5,95,21,2.14
177,Chapleau,CA,2022-03-31 21:30:27,47.8405,-83.4034,270.2,86,100,5.14
178,Cayenne,GF,2022-03-31 21:30:27,4.9333,-52.3333,301.17,1,75,4.63
179,Dubbo,AU,2022-03-31 21:30:27,-32.25,148.6167,284.22,76,0,1.54
180,Celestun,MX,2022-03-31 21:31:28,20.8667,-90.4,301.14,75,3,5.5
181,Swan River,CA,2022-03-31 21:31:28,52.1058,-101.2676,276.09,48,93,1.03
182,Nanortalik,GL,2022-03-31 21:31:28,60.1432,-45.2371,275.17,89,99,1.66
183,Dhidhdhoo,MV,2022-03-31 21:31:29,6.8833,73.1,301.64,72,90,1.95
184,Juelsminde,DK,2022-03-31 21:31:29,55.7088,10.0167,272.78,65,58,5.02
185,Kamenka,RU,2022-03-31 21:31:30,51.3223,42.7678,280.17,81,94,6.18
186,Half Moon Bay,US,2022-03-31 21:31:30,37.4636,-122.4286,295.32,71,0,8.23
187,Virginia Beach,US,2022-03-31 21:30:21,36.8529,-75.978,294.27,92,100,2.68
188,Beringovskiy,RU,2022-03-31 21:31:31,63.05,179.3167,260.39,94,100,10.19
189,Lavrentiya,RU,2022-03-31 21:28:00,65.5833,-171.0,263.51,78,62,5.25
190,Verkhnevilyuysk,RU,2022-03-31 21:31:31,63.4453,120.3167,270.77,97,100,2.76
191,Auki,SB,2022-03-31 21:31:31,-8.7676,160.7034,300.64,82,87,1.4
192,Luena,AO,2022-03-31 21:31:32,-11.7833,19.9167,289.87,97,59,0.85
193,Asosa,ET,2022-03-31 21:31:32,10.0667,34.5333,296.94,21,5,0.93
194,Chuy,UY,2022-03-31 21:31:32,-33.6971,-53.4616,286.53,76,51,3.76
195,Vila Velha,BR,2022-03-31 21:27:11,-20.3297,-40.2925,301.12,82,20,1.54
196,Saint-Pierre,RE,2022-03-31 21:30:11,-21.3393,55.4781,298.66,74,0,6.69
197,The Valley,AI,2022-03-31 21:31:33,18.217,-63.0578,301.07,61,40,8.75
198,Moroni,KM,2022-03-31 21:31:33,-11.7022,43.2551,299.48,80,16,1.53
199,Kita,ML,2022-03-31 21:31:34,13.0349,-9.4895,306.62,14,37,0.91
200,Lar,IN,2022-03-31 21:31:34,26.2039,83.9717,297.73,58,0,3.22
201,Urubamba,PE,2022-03-31 21:31:34,-13.3047,-72.1158,292.65,79,98,2.42
202,Lebu,CL,2022-03-31 21:31:35,-37.6167,-73.65,285.73,72,94,8.9
203,Saint-Denis,FR,2022-03-31 21:31:35,48.9167,2.3333,277.64,73,100,10.8
204,Clyde River,CA,2022-03-31 21:31:35,70.4692,-68.5914,258.28,85,20,1.03
205,Gouyave,GD,2022-03-31 21:31:35,12.1646,-61.7296,300.58,69,20,7.72
206,Hualmay,PE,2022-03-31 21:31:36,-11.0964,-77.6139,295.63,77,21,4.54
207,Liberty,US,2022-03-31 21:31:36,31.8335,-81.5004,301.29,61,75,10.8
208,San Quintin,MX,2022-03-31 21:31:36,30.4833,-115.95,290.09,64,0,8.23
209,Naze,JP,2022-03-31 21:31:36,28.3667,129.4833,290.66,87,100,8.94
210,Canada,ES,2022-03-31 21:31:37,38.6767,-0.8141,285.48,66,56,5.58
211,Saldanha,ZA,2022-03-31 21:29:31,-33.0117,17.9442,289.18,78,1,9.64
212,Margate,GB,2022-03-31 21:31:37,51.3813,1.3862,277.42,60,99,8.05
213,Spirit River,CA,2022-03-31 21:31:38,55.7833,-118.8361,277.39,53,66,2.26
214,Havoysund,NO,2022-03-31 21:31:38,70.9963,24.6622,270.28,69,100,3.74
215,Bethel,US,2022-03-31 21:31:38,41.3712,-73.414,291.68,81,75,4.47
216,Waipawa,NZ,2022-03-31 21:31:39,-41.4122,175.5153,287.57,96,100,3.4
217,Winterthur,CH,2022-03-31 21:31:39,47.5,8.75,279.74,89,100,4.12
218,Eureka,US,2022-03-31 21:31:39,40.8021,-124.1637,289.89,65,79,5.36
219,Labrea,BR,2022-03-31 21:31:40,-7.2586,-64.7981,298.89,88,70,0.9
220,Ust-Nera,RU,2022-03-31 21:31:40,64.5667,143.2,252.28,99,87,0.62
221,Kedrovyy,RU,2022-03-31 21:31:40,56.1667,91.8167,277.38,78,100,4.98
222,Rapar,IN,2022-03-31 21:31:40,23.5667,70.6333,299.16,50,0,4.05
223,Inongo,CD,2022-03-31 21:31:41,-1.95,18.2667,296.85,86,99,1.15
224,Brae,GB,2022-03-31 21:31:41,60.3964,-1.353,276.31,66,84,5.96
225,Kavaratti,IN,2022-03-31 21:31:41,10.5669,72.642,301.45,77,13,3.57
226,Paranaiba,BR,2022-03-31 21:31:42,-19.6772,-51.1908,299.46,66,83,1.78
227,Port Hardy,CA,2022-03-31 21:31:42,50.6996,-127.4199,281.15,87,75,2.57
228,Melo,UY,2022-03-31 21:32:42,-32.3667,-54.1833,287.49,51,58,4.76
229,Pacific Grove,US,2022-03-31 21:32:43,36.6177,-121.9166,292.16,77,0,5.14
230,Fortuna,US,2022-03-31 21:32:43,40.5982,-124.1573,287.0,63,20,8.75
231,Goderich,CA,2022-03-31 21:32:44,43.7501,-81.7165,277.33,75,100,6.69
232,Saint Anthony,US,2022-03-31 21:32:44,45.0205,-93.218,275.33,58,100,6.69
233,Yar-Sale,RU,2022-03-31 21:32:45,66.8333,70.8333,262.58,81,100,7.99
234,Gay,RU,2022-03-31 21:32:46,51.4666,58.4552,275.44,89,24,2.17
235,Leningradskiy,RU,2022-03-31 21:32:46,69.3833,178.4167,255.33,93,97,0.89
236,Vysokogornyy,RU,2022-03-31 21:32:46,50.1167,139.15,264.77,94,99,0.14
237,Ola,RU,2022-03-31 21:32:46,59.5833,151.2833,255.45,75,41,3.68
238,Bilibino,RU,2022-03-31 21:29:21,68.0546,166.4372,248.75,97,90,0.04
239,Garmsar,IR,2022-03-31 21:30:52,35.2182,52.3409,289.6,41,15,2.47
240,Georgetown,MY,2022-03-31 21:32:10,5.4112,100.3354,299.11,99,20,1.54
241,Prince Albert,CA,2022-03-31 21:32:47,53.2001,-105.7677,276.12,75,100,4.63
242,Anadyr,RU,2022-03-31 21:31:00,64.75,177.4833,262.43,85,20,9.0
243,Faanui,PF,2022-03-31 21:32:48,-16.4833,-151.75,301.08,68,25,5.76
244,Bucerias,MX,2022-03-31 21:32:48,20.75,-105.3333,298.14,65,40,6.69
245,Aberdeen,GB,2022-03-31 21:31:20,57.1437,-2.0981,275.09,93,86,5.14
246,Grand Haven,US,2022-03-31 21:32:49,43.0631,-86.2284,275.61,80,100,4.63
247,Qeshm,IR,2022-03-31 21:31:41,26.9581,56.2719,295.08,72,3,2.47
248,Salalah,OM,2022-03-31 21:32:34,17.0151,54.0924,299.2,53,0,1.54
249,Santa Marta,CO,2022-03-31 21:31:59,11.2408,-74.199,306.18,55,40,7.72
250,Baykit,RU,2022-03-31 21:32:50,61.67,96.37,265.55,81,86,5.46
251,La Concepcion,PA,2022-03-31 21:32:50,8.5167,-82.6167,302.81,72,85,1.59
252,Lagoa,PT,2022-03-31 21:32:51,39.05,-27.9833,289.12,90,92,7.53
253,Manokwari,ID,2022-03-31 21:32:51,-0.8667,134.0833,298.52,80,100,1.74
254,Lima,PE,2022-03-31 21:28:26,-12.0432,-77.0282,294.29,68,0,5.66
255,Ostrovnoy,RU,2022-03-31 21:32:51,68.0531,39.5131,267.68,79,100,4.78
256,Saraza,PH,2022-03-31 21:32:52,8.7356,117.78,298.94,83,8,2.29
257,Bethanien,NA,2022-03-31 21:32:52,-26.502,17.1583,294.96,38,0,3.0
258,Santa Vitoria Do Palmar,BR,2022-03-31 21:32:52,-33.5189,-53.3681,287.03,70,51,3.88
259,Quixada,BR,2022-03-31 21:32:53,-4.9714,-39.0153,296.88,84,97,1.77
260,Mezen,RU,2022-03-31 21:32:53,65.8522,44.24,263.81,95,99,2.81
261,Safford,US,2022-03-31 21:32:53,32.834,-109.7076,296.66,25,0,0.0
262,Atasu,KZ,2022-03-31 21:32:54,48.6814,71.6433,270.9,79,100,2.53
263,Saint George,US,2022-03-31 21:32:54,37.1041,-113.5841,297.94,21,0,7.2
264,Hirara,JP,2022-03-31 21:32:55,24.8,125.2833,293.21,81,100,13.17
265,Khandyga,RU,2022-03-31 21:32:55,62.6667,135.6,251.5,100,100,0.6
266,Meulaboh,ID,2022-03-31 21:32:55,4.1363,96.1285,297.75,87,98,1.37
267,Shimoda,JP,2022-03-31 21:32:55,34.6667,138.95,278.21,95,100,8.93
268,Surin,TH,2022-03-31 21:32:56,14.8818,103.4936,301.16,98,100,4.93
269,Rawson,AR,2022-03-31 21:33:56,-43.3002,-65.1023,291.45,35,92,2.14
270,North Platte,US,2022-03-31 21:33:56,41.1239,-100.7654,285.44,29,0,3.09
271,Bibiani,GH,2022-03-31 21:33:57,6.4635,-2.3194,294.96,98,100,0.98
272,Fenyi,CN,2022-03-31 21:33:57,27.8112,114.6681,283.94,94,100,1.92
273,Srisailam,IN,2022-03-31 21:33:57,16.0833,78.8667,297.86,77,7,1.62
274,Culiacan,MX,2022-03-31 21:33:57,24.7994,-107.3897,304.9,28,40,5.14
275,Broome,US,2022-03-31 21:33:58,42.2506,-75.833,289.93,78,100,4.12
276,Te Anau,NZ,2022-03-31 21:33:58,-45.4167,167.7167,282.61,74,100,1.82
277,Opuwo,NA,2022-03-31 21:33:58,-18.0607,13.84,295.69,63,43,1.0
278,Shu,KZ,2022-03-31 21:33:59,43.5983,73.7614,280.63,62,0,2.25
279,Novo Aripuana,BR,2022-03-31 21:33:59,-5.1206,-60.3797,297.49,91,58,1.07
